L 186-66,8,22,47.87269,-57,26,45.1206,42.120679,
L 715-89,22,2,0.79312,-19,28,59.19982,42.117143,dM3.5
BD+18 2776,13,45,5.08078,17,47,7.5687,42.116599,M1V
CD-38 10980,16,23,33.83805,-39,13,46.16104,42.109367,DA2
LSPM J2302+4338,23,2,52.48906,43,38,15.58218,42.097410,M4.0V
G 130-3,23,42,52.74655,30,49,21.75392,42.093498,M5V
UPM J1055-7356,10,55,15.30548,-73,56,9.09525,42.085351,M7
LP 779-34,6,15,11.98429,-16,26,15.42487,42.065268,M4.0V
G 237-64,12,23,33.18441,67,11,17.91643,42.062935,M2.5V
HD 147513,16,24,1.29114,-39,11,34.72991,42.049107,G5V
L 186-67,8,22,47.41219,-57,26,52.93732,42.013250,M4.5
LAWD 73,19,0,10.25332,70,39,51.41673,41.992749,DAP4.5
L 46-96,20,28,3.72894,-76,40,15.85669,41.978588,M4.5V
UCAC4 258-045223,9,43,29.94949,-38,33,56.11025,41.962710,M6V
G 259-15,17,31,17.20563,82,5,20.05703,41.957311,M4V
PM J14223-7023,14,22,19.47445,-70,23,37.01084,41.938591,M5
L 115-21,20,4,4.74223,-65,36,1.19264,41.925598,M5V
L 115-22,20,4,1.94657,-65,35,58.15707,41.887262,M3.5V
G 164-47,13,9,34.9717,28,59,6.3649,41.870914,M4.8V
HD 14412,2,18,58.50478,-25,56,44.47379,41.861026,G8V
G 25-8,20,53,33.06414,10,37,2.20339,41.846686,M5V
G 269-106,1,8,18.29169,-28,48,20.56925,41.835199,M4V
WISE J161705.74+180714.1,16,17,5.77433,18,7,14.0844,41.814872,T8
L 217-28,0,8,17.38302,-57,5,52.90841,41.773313,M4V
CWISE J053644.83-305539.5,5,36,44.79709,-30,55,38.8517,41.761332,
CD-32 828,2,13,53.62543,-32,2,28.47164,41.752350,M2Vk
MCC 499,7,35,21.87917,54,50,58.96924,41.727885,M2.5V
BD-09 3070,10,25,10.83711,-10,13,43.29095,41.721480,M1V
HD 158633,17,25,0.09774,67,18,24.14875,41.721426,K0
HD 82106,9,29,54.82518,5,39,18.47335,41.710862,K3V
TOI-6276.03,11,41,2.46847,-44,24,18.68674,41.693640,
CD-52 7989,17,10,59.15411,-52,30,55.83987,41.674834,M1V
Wolf 398,11,28,56.25875,10,10,39.24788,41.658652,M4V
G 63-36,13,32,44.60871,16,48,39.0197,41.617456,M3.5Ve+M4Ve
SCR J0246-7024,2,46,2.26454,-70,24,6.25944,41.604555,M4.5V
L 758-107,12,11,16.94511,-19,58,21.71085,41.570989,M2.5V
L 758-108,12,11,11.75964,-19,57,38.07067,41.558382,dM3.0
2MASS J01443536-0716142,1,44,35.40646,-7,16,14.31876,41.549699,L6.5
WISE J151906.63+700931.4,15,19,5.97911,70,9,36.5346,41.548535,T8
L 21-3,17,29,27.32079,-80,8,57.30157,41.545254,M3.5V
2MASS J05233822-1403022,5,23,38.22362,-14,3,2.01776,41.534091,L2.5
LP 560-35,14,32,8.50773,8,11,31.24907,41.516115,M6V
PM J23306-8455,23,30,38.17683,-84,55,18.92206,41.489762,
HD 190007,20,2,47.04569,3,19,34.2659,41.471140,K5V
PM J22114+4059,22,11,24.16445,40,59,58.70199,41.350369,M5.5V
HD 304043,11,16,0.20445,-57,32,51.57509,41.341983,M3.5V
Wolf 1056,0,38,59.04434,30,36,58.38759,41.339730,M2.5V
SIPS J0539-0059,5,39,52.00404,0,59,1.49109,41.314280,L5V
G 85-19,4,50,50.9266,22,7,21.53183,41.265355,M5V
WISE J165311.05+444422.8,16,53,11.0902,44,44,26.8349,41.233375,T8
1RXS J063531.2-040314,6,35,29.85088,-4,3,18.3358,41.200092,M5.5V
2MASS J17074571-1744523,17,7,45.71904,-17,44,52.3572,41.181313,T5:
LAWD 10,1,37,59.39368,-4,59,44.66854,41.158863,DA+D1
L 320-124,10,14,51.77869,-47,9,24.19278,41.118701,M3.5V
L 207-41,18,49,51.20535,-57,26,48.596,41.069306,M3.5V
* rho01 Cnc,8,52,35.8111,28,19,50.95499,41.052661,K0IV-V
G 76-62,3,9,0.16737,10,1,25.65076,41.050077,M5V
HD 69830,8,18,23.94697,-12,37,55.81719,41.028338,G8:V
SIPS J0921-2104,9,21,14.10689,-21,4,44.41769,40.988326,L1
CFBDS J003402-005206,0,34,2.7971,0,52,3.946,40.974372,T8.5
* lam Aur,5,19,8.47545,40,5,56.58508,40.973291,G1.5IV-VFe-1
WISE J083337.82+005214.1,8,33,37.30144,0,52,30.8685,40.922961,T9
UCAC4 767-032810,4,49,6.16027,63,17,10.17354,40.906999,G
VB 24 A,15,40,3.61968,43,29,39.1376,40.843938,M3V
WISE J201920.76-114807.5,20,19,20.49594,-11,48,6.8871,40.820526,T8:
SCR J1841-4347,18,41,9.81588,-43,47,32.73512,40.803622,
LP 888-18,3,31,30.25621,-30,42,38.82545,40.796630,M7.5V
* i Boo,15,3,47.29565,47,39,14.62277,40.794997,G0Vn
L 211-59,21,3,13.94636,-56,57,48.3417,40.758750,M4V
PM J07199+8404,7,19,58.04855,84,4,38.14187,40.757222,M2.5V
LP 649-72,2,14,12.56233,-3,57,43.58863,40.741592,M5.5V
G 7-4,3,47,20.88933,8,41,47.09276,40.741388,M5V
G 205-35,18,41,37.39888,39,42,12.14916,40.716467,dM5.0
L 22-69,19,20,54.37612,-82,33,16.16789,40.711791,M3.5V
G 207-19,19,8,29.9254,32,16,51.61241,40.676199,M3V
LP 756-18,20,55,37.11528,-14,3,54.87864,40.665397,M4.5V
TRAPPIST-1,23,6,29.36849,-5,2,29.0373,40.661594,M7.5e
SCR J0754-3809,7,54,54.84266,-38,9,37.78002,40.638745,
G 86-28,5,10,39.52049,29,46,47.93547,40.599338,M3.0V
L 87-10,1,4,6.95851,-65,22,27.18411,40.595093,M4
V* DY Psc,0,24,24.63174,-1,58,19.95441,40.594891,M9.5V
2MASS J04013766+2849529,4,1,37.59225,28,49,52.70455,40.576558,L4.0
LEHPM 5031,22,41,59.36752,-75,0,33.05945,40.568685,M5.5
L 489-58,18,53,39.91327,-38,36,44.45311,40.559402,M3.5V
L 601-78 A,7,54,54.73368,-29,20,56.35861,40.527551,
* bet TrA,15,55,8.56206,-63,25,50.61553,40.523623,F1V
Wolf 1539,4,52,5.73212,6,28,35.58868,40.484941,M2V
WISE J221216.33-693121.6,22,12,14.81296,-69,31,20.6538,40.466005,T9
2MASS J08300825+4828482,8,30,8.1496,48,28,47.53866,40.451501,L9.5
WISE J022322.36-293257.2,2,23,22.74767,-29,33,0.5868,40.415861,T7.5
2MASS J04390101-2353083,4,39,1.00485,-23,53,8.49519,40.402544,L4.5
Wolf 940,21,46,40.42289,0,10,23.7715,40.396889,dM4.0
G 70-28,1,0,56.37012,-4,26,56.5584,40.371937,M4.0V
G 139-29,17,17,44.08146,11,40,12.50924,40.345519,M5V
UCAC4 414-032626,7,27,14.16327,-7,18,37.09044,40.330203,A
WISEP J231939.13-184404.3,23,19,39.08896,-18,44,5.9733,40.315946,T7.5
LSPM J0746+2000,7,46,42.56207,20,0,32.1839,40.315946,L0+L1.5
Ross 92,9,41,2.05293,22,1,28.34236,40.254395,dM5.0
HD 196877,20,42,18.78294,-52,41,57.35236,40.252308,K7V
L 85-31,23,53,25.22346,-70,56,41.14837,40.198580,M3.5
2MASS J18000116-1559235,18,0,1.1678,-15,59,23.95507,40.193626,L4.5
G 75-35,2,41,15.13724,-4,32,17.82627,40.167539,M4.5V
Ross 567,3,53,10.43546,62,34,8.06602,40.165808,M3.0V
L 362-29,0,4,36.43753,-40,44,2.88016,40.155819,M4V
L 89-27,2,7,23.25201,-66,34,11.4982,40.128251,M1.5V
2MASS J09205549+4539058,9,20,55.48421,45,39,5.07121,40.120649,L9.5
G 234-53,9,2,52.87117,68,3,46.57414,40.086969,M4.0V
LP 35-347,8,25,52.81547,69,2,1.09051,40.081550,M7V
HD 175224,18,57,30.59551,-55,59,30.80219,40.068305,K5Ve+K7Ve
HD 233153,5,41,30.73068,53,29,23.2906,40.036629,M1.0V
HD 37394,5,41,20.33568,53,28,51.80882,40.019779,K0V
LAWD 34,10,57,35.1342,-7,31,23.17678,40.015066,DC
LP 734-32,12,10,5.60124,-15,4,16.96125,39.984651,dM3.5
LP 292-67,0,20,29.40826,33,5,6.42785,39.983769,M5.5V
L 228-92,3,38,55.91438,-52,34,10.61227,39.965004,M4.5
G 182-36,18,2,46.26363,37,31,2.97219,39.902225,dM5.0
G 181-39,17,19,52.71233,41,42,49.69962,39.901932,M2V
L 18-22,12,20,33.67727,-82,25,57.54489,39.897100,M3.0V
2MASS J04574602-0207179,4,57,46.02168,-2,7,17.9508,39.775122,T2
G 139-12,17,7,40.85422,7,22,6.73608,39.775122,M5V
WT 1827,10,43,2.85453,-9,12,40.8513,39.774879,M5.5V
2MASS J06244595-4521548,6,24,45.94493,-45,21,54.75801,39.763096,L6.5
G 177-25,13,10,12.62925,47,45,18.67379,39.756068,M5.0V
L 425-35,21,30,47.67269,-40,42,29.45384,39.730498,M4V
WISE J071301.84-585445.1,7,13,1.74448,-58,54,48.8818,39.726675,T9
G 32-5,0,15,49.24231,13,33,22.31627,39.681338,M4V
WISE J080622.22-082046.4,8,6,21.97627,-8,20,33.8558,39.678345,
HD 72673,8,32,51.49568,-31,30,3.06496,39.674484,K1V
2MASS J00470038+6803543,0,47,0.38664,68,3,54.3672,39.630134,L9pec
G 85-52,5,12,42.22657,19,39,56.35711,39.625126,M0V
L 43-72,18,11,15.35472,-78,59,23.1108,39.615693,M4.5
L 362-29 BC,0,4,34.86717,-40,44,6.46354,39.607707,L5+L5
LP 335-12,18,39,33.07482,29,52,16.49203,39.603186,M6.5Ve
SCR J0914-4134,9,14,17.4289,-41,34,37.85291,39.553046,
G 39-29,4,38,12.62366,28,12,59.9112,39.534061,M4.5Ve
G 221-5,3,10,58.30207,73,46,19.68839,39.457250,M5V
L 570-29,21,38,43.65987,-33,39,55.19563,39.449281,M3.5V
ULAS J232123.79+135454.9,23,21,23.7655,13,54,59.2431,39.390821,T7.5
BD+44 3567,20,45,4.09924,44,29,56.64514,39.347909,M2V
G 247-15,4,12,17.01513,64,43,55.62344,39.341976,M4V
SCR J1746-3214,17,46,40.6586,-32,14,4.50439,39.305185,M5.5
WISE J101808.04-244557.9,10,18,8.00535,-24,45,49.347,39.295904,T8
* zet01 Ret,3,17,46.16345,-62,34,31.15246,39.284544,G2.5VHdel1
* zet02 Ret,3,18,12.81888,-62,30,22.90471,39.267234,G1V
Wolf 654,17,11,34.74786,38,26,33.91533,39.263405,M4V
Ross 149,18,36,19.23189,13,36,26.37343,39.227846,M4V
* gam Vir,12,41,39.62823,-1,26,57.85423,39.204505,F1-F2V
WISE J201824.97-742327.5,20,18,25.1304,-74,23,29.8392,39.201442,T7
WT 2458,9,45,58.43177,-32,53,29.9989,39.178039,M4.5
V* VV Lyn A,7,31,57.71168,36,13,10.11056,39.117378,
Ross 989,7,31,57.32312,36,13,47.35761,39.107434,M4.0V
G 148-47,12,21,26.72619,30,38,37.63424,39.077821,M4.5e
G 107-70,7,30,47.30952,48,10,26.6124,39.068085,DA+DA
G 208-42,19,51,9.3206,46,29,0.21381,39.063406,M4.0Ve
G 148-48,12,21,27.05454,30,38,35.67711,39.058821,M5
WISE J102557.72+030755.7,10,25,58.53541,3,7,57.4322,39.013876,T8.5
LSPM J1731+2721,17,31,29.74248,27,21,23.24041,38.988692,L1.0
BD+47 612,2,22,14.64376,47,52,48.10486,38.985616,M0V
L 504-27,23,36,52.30301,-36,28,51.68681,38.978254,M4.5V
PM J09218-0219,9,21,48.12986,-2,19,43.34086,38.977416,M2.5V
L 736-30,4,53,49.97992,-17,46,24.30927,38.972060,M3V
V* DS Leo,11,2,38.34202,21,58,1.70001,38.937398,M1.0Ve
G 184-31,18,49,54.46632,18,40,28.65796,38.927035,M4.5V
BD+27 1348,7,16,19.77164,27,8,33.09903,38.885498,M3V
2MASS J19590564-3338314,19,59,5.64912,-33,38,31.4412,38.874374,T8
* lam Ser,15,46,26.61421,7,21,11.04738,38.864461,G0-V
Ross 46,5,34,52.11537,13,52,46.71043,38.841690,M3V
LP 415-302,4,39,31.62199,16,15,42.95519,38.830499,M5.5Ve
LP 276-22,16,46,31.52811,34,34,55.18081,38.824444,M6.0V
G 244-47,2,1,35.34072,63,46,11.99741,38.802504,M2.5V
HD 97101,11,11,5.17196,30,26,45.66322,38.746635,K7V
G 123-45,12,36,28.63324,35,12,0.83221,38.725519,M4.5V
LP 380-6,13,48,13.41212,23,36,48.70588,38.724553,M5V
EGGR 375,19,18,58.63073,38,43,21.47921,38.715498,DC7
V* VV Lyn,7,31,57.71727,36,13,9.79367,38.708284,M2.5V
G 236-2,9,42,51.72753,70,2,21.8781,38.690697,M3.5Ve
WISE J154214.00+223005.2,15,42,14.71369,22,30,9.2468,38.689917,T9.5
EGGR 438,13,48,3.01033,23,34,46.44356,38.685099,DC9
WT 392,13,13,9.32811,-41,30,39.74048,38.683355,M5
G 236-1,9,42,34.84073,70,2,1.96433,38.677025,M2.5Ve
L 645-73,22,38,25.43878,-29,21,24.60887,38.658962,M3.5V
L 645-74,22,38,24.66507,-29,21,14.07281,38.654014,M2V
G 245-40,2,1,54.16259,73,32,31.68801,38.646961,M4.5Ve
2MASS J14252798-3650229,14,25,27.98453,-36,50,23.24862,38.634051,L4
Wolf 918,21,9,17.42715,-13,18,9.01313,38.625678,M1V
HD 125072,14,19,4.83429,-59,22,44.53656,38.551397,K3IV
WISEA J120604.25+840110.5,12,6,8.18576,84,1,13.1015,38.507202,Y0
G 234-5,7,34,27.43296,62,56,29.35833,38.507156,M0V
2MASS J11553952-3727350,11,55,39.53618,-37,27,35.50301,38.493750,L2e
BD-05 1737,6,40,13.98527,-5,52,23.37769,38.463199,M2
WISEA J033515.07+431044.7,3,35,14.2697,43,10,53.2202,38.461792,T9
Ross 165,19,45,45.48888,27,7,31.8468,38.326204,M4V+M4V
L 127-97,2,52,22.16959,-63,40,47.31907,38.318640,M2.5V
G 112-21,7,28,45.4393,-3,17,53.31488,38.273270,M3V
WISE J085716.24+560407.6,8,57,17.10196,56,4,10.0604,38.236342,T8
PM J19515-3510,19,51,35.8788,-35,10,37.578,38.236342,M4
Ross 271,22,11,30.09411,18,25,34.30467,38.188886,M2V
BD+45 2247,15,0,55.56765,45,25,34.58307,38.186248,M0V
2MASSW J1506544+132106,15,6,54.3299,13,21,6.03935,38.180392,L3
CD-35 2213,5,17,22.90754,-35,21,54.65955,38.168373,M4Ve
L 623-94,15,22,12.98004,-27,49,42.57851,38.158861,dM4.5
* zet Dor,5,5,30.65567,-57,28,21.7369,38.136508,F9VFe-0.5
CD-57 1079,5,5,47.37207,-57,33,13.79532,38.133476,K7Vk
SSSPM J0829-1309,8,28,34.17164,-13,9,19.84145,38.101713,L2
L 43-72 A,18,11,15.22737,-78,59,22.77098,38.087164,
LSR J2000+3057,20,0,5.69857,30,57,32.09884,38.068626,M6Ve
G 34-23,1,22,10.3313,22,9,2.74032,38.066760,M4.0V
CD-56 5362,14,13,12.873,-56,44,31.40852,38.047221,M2V:
LSR J0602+3910,6,2,30.46671,39,10,58.58846,38.032403,L1V
WISE J023842.60-133208.2,2,38,42.66031,-13,32,0.2414,38.013520,
G 41-8,8,56,19.54591,12,39,49.77989,38.011615,M6V
L 308-57,6,21,6.66175,-49,5,37.95048,37.964980,
Wolf 230,5,7,49.30029,17,58,57.65958,37.881421,M2V
G 250-31,6,57,57.11887,62,19,19.36632,37.881069,M6V+M5V
SCR J1855-6914,18,55,47.87059,-69,14,14.92972,37.863082,M6e
2MASSW J2224438-015852,22,24,43.85441,-1,58,53.28498,37.858468,L4.5V
2MASS J02511490-0352459,2,51,14.99891,-3,52,48.0748,37.796257,L3
LAWD 79,19,56,29.22634,-1,2,32.67107,37.720810,DA6.4
WISEP J062309.94-045624.6,6,23,9.6827,-4,56,23.52372,37.705896,T8
SSSPM J1358-3938,13,58,5.40544,-39,37,55.13549,37.688250,
CD-60 7821,21,59,34.70294,-59,45,10.133,37.679194,M2V
V* CC Eri,2,34,22.56619,-43,47,46.86912,37.656964,K7V
Ross 85,9,41,10.36034,13,12,34.42417,37.653834,M2.5V
MCC 568,10,12,4.67198,-2,41,5.17073,37.641101,M2.5V
2MASS J23594034-7335055,23,59,40.34928,-73,35,5.5032,37.618916,T5.5
Ross 119,11,54,7.88653,9,48,22.811,37.584842,M4.0Ve
2MASS J12462965-3139280,12,46,29.6556,-31,39,28.45426,37.568218,T1
PM J21472-0444,21,47,17.45444,-4,44,40.69528,37.543915,M4.0V
LP 732-35,11,31,8.38722,-14,57,21.25204,37.532336,M4.5V
BD+44 4548,0,5,10.8892,45,47,11.64146,37.519427,M2Ve
L 802-6,2,58,10.22844,-12,53,6.00234,37.507561,sdM3.0
PM J00156+4735,0,15,39.03895,47,35,21.97699,37.492428,
RX J0713.1-0511,7,13,11.22156,-5,11,48.61898,37.486179,
UCAC2 16493854,19,12,39.25437,-36,14,56.56411,37.452991,
CWISE J010528.09-783420.4,1,5,26.62544,-78,34,17.9451,37.403211,
G 201-27,14,57,53.73186,56,39,24.47221,37.401838,M5.5V
V* OT Ser,15,21,52.93255,20,58,39.91087,37.349628,M1.0V
PM J05366+1117,5,36,38.46177,11,17,48.78128,37.340990,M4.0Ve
HD 222237,23,39,37.38737,-72,43,19.75545,37.329408,K3+V
WOH G 618,5,53,26.45289,-71,33,49.78948,37.198322,M6.0
LP 838-16,6,7,43.73639,-25,44,41.503,37.189118,M3
2MASS J18283572-4849046,18,28,35.72256,-48,49,4.638,37.105347,T6
Ross 52,14,53,51.39958,23,33,21.0215,37.090578,M3V
LSR J0539+4038,5,39,24.80451,40,38,42.83553,37.073841,M8.0Ve
G 204-57,18,18,3.40005,38,46,34.2614,37.071017,M4V
2MASSI J1546271-332511,15,46,27.186,-33,25,11.1828,37.063182,T5.7
G 204-58,18,18,4.22678,38,46,32.60602,37.058592,M3V
WISE J003829.05+275852.1,0,38,29.08541,27,58,50.9377,36.979138,T9
LP 938-71,1,2,51.05127,-37,37,43.76502,36.940815,M8.0V
G 3-14,1,43,20.17906,4,19,17.95979,36.934750,M2V
HD 38,0,5,41.01985,45,48,43.50716,36.878788,K6V+M0.5V
PM J17189-4131,17,18,54.55034,-41,31,40.07873,36.806498,dM6.5
HD 85512,9,51,7.0518,-43,30,10.02369,36.781594,K6Vk:
LP 625-34,16,40,5.98416,0,42,18.85136,36.773631,M5V
2MASS J16452211-1319516,16,45,22.09214,-13,19,52.25788,36.771931,L1.5
G 107-69,7,30,42.77843,48,11,58.58889,36.761114,M4V
G 180-60,16,31,18.78906,40,51,51.70553,36.719893,M6V
* alf Boo,14,15,39.67207,19,10,56.67298,36.716875,K1.5IIIFe-0.5
2MASS J19251275+0700362,19,25,12.76136,7,0,36.34397,36.647936,L7
2MASS J07003664+3157266,7,0,36.72333,31,57,25.46287,36.639249,L3+L6.5
HD 28343,4,29,0.12382,21,55,21.71729,36.624273,M0.5V
LSPM J0840+3127,8,40,15.98343,31,27,6.80892,36.617859,M3.5V
EGGR 248,5,51,19.48186,0,10,21.10715,36.600641,DQ8P
Ross 508,15,23,51.13709,17,27,57.44386,36.593948,dM5.0
BD-11 916,4,37,41.86578,-11,2,19.97211,36.568797,M1V
L 136-37,7,20,52.03602,-62,10,11.59257,36.565804,M3
L 762-51,13,45,50.71469,-17,58,5.61164,36.513161,dM3.5
HD 74576,8,43,18.03037,-38,52,56.57085,36.502291,K3V
L 380-8,6,10,52.87587,-43,24,17.65768,36.494612,M3.5V
UPM J0812-3529,8,12,27.066,-35,29,43.32407,36.439405,DAH
* gam Ser,15,56,27.18266,15,39,41.80958,36.415686,F6V
* tet Per,2,44,11.98662,49,13,42.41467,36.366839,F8V
SCR J0717-0501,7,17,17.09355,-5,1,3.54746,36.312099,M3.5V
SCR J0838-5855,8,38,2.16193,-58,55,58.46547,36.242415,M6e
WISE J161215.94-342028.5,16,12,16.17205,-34,20,22.4275,36.239556,T6.5
G 218-20,1,1,59.49493,54,10,57.70184,36.234362,dM5.5
HD 176029,18,58,0.13623,5,54,29.24071,36.231021,M1.0V
* 54 Psc,0,39,21.80539,21,15,1.7129,36.229572,K0.5V
OGLE BLG-ECL-216148,17,58,5.59536,-34,27,56.73825,36.222933,
LSR J1826+3014,18,26,11.00319,30,14,18.87547,36.205040,M8.5V
HD 166620,18,9,37.41621,38,27,27.99802,36.189935,K2V
LP 993-115,2,45,10.72549,-43,44,32.03579,36.168344,M4
HD 11507,1,52,49.17256,-22,26,5.48815,36.072380,M0V
Wolf 1561 A,22,17,18.97286,-8,48,12.32164,36.043599,M4V
EGGR 148,21,42,41.00631,20,59,58.1239,36.021267,DQ6
WISE J083011.97+283716.6,8,30,12.20039,28,37,37.772,35.999558,
Ross 1003,11,41,44.63584,42,45,7.10212,35.963991,M4.0V
WISE J075946.98-490454.0,7,59,47.37747,-49,4,56.718,35.959868,T8
CD-51 5974,11,43,19.82006,-51,50,25.93059,35.946591,M0V
2MASS J15354167+2225254,15,35,41.68255,22,25,25.73387,35.925091,
2MASS J12171110-0311131,12,17,11.10288,-3,11,13.1748,35.920264,T7.5
* bet Vir,11,50,41.71852,1,45,53.00154,35.882919,F9V
2MASS J16241436+0029158,16,24,14.36712,0,29,15.8172,35.880748,T6V
* bet Leo,11,49,3.57834,14,34,19.40903,35.876801,A3Va
L 750-52,9,44,47.34821,-18,12,48.9691,35.843997,M3.5Ve
HD 115404,13,16,51.05143,17,1,1.8409,35.834388,K2V
WISE J014807.25-720258.7,1,48,7.25544,-72,2,58.7472,35.801976,T9.5
LP 853-12,12,39,36.43657,-26,58,10.9615,35.796985,
CD-45 1184,3,32,55.85718,-44,42,7.00385,35.783240,M2.5V
LP 271-25,14,28,43.22752,33,10,39.25931,35.777077,M9Ve
LP 851-346,11,55,42.85189,-22,24,58.79739,35.735604,M7.5V
V* DN Dra,16,48,25.63184,59,3,22.65899,35.707905,DA4.0
BD+36 2393,13,37,28.76855,35,43,3.94501,35.689306,K7.5V
2MASS J15345704-1418486,15,34,56.93234,-14,18,49.25208,35.676033,M8.6V
V* V816 Her,18,42,44.97861,13,54,16.72757,35.659338,M5V
G 239-25,14,42,21.57564,66,3,20.84485,35.653608,M3V
G 250-29,6,54,4.37302,60,52,18.10416,35.602197,M3.0V
BD+10 1032,6,10,54.80387,10,19,4.99464,35.587125,M2.5V
LP 847-48,9,55,23.86244,-27,15,40.72513,35.553337,M3V
LP 229-17,18,34,36.65218,40,7,26.3841,35.529170,M4V
L 34-26,7,49,12.67831,-76,42,6.71531,35.518800,M3Ve
LP 760-3,22,28,54.34884,-13,25,19.45759,35.514198,M6.5V
Ross 594,4,30,25.29163,39,50,59.41988,35.512380,M5V
Wolf 1478,14,31,1.16065,-12,17,45.9517,35.491783,dM3.5
2MASS J07584037+3247245,7,58,40.35177,32,47,23.9848,35.478927,T0.0+T3.5
EGGR 381,0,12,14.74499,50,25,20.73628,35.465386,DA7.6
L 513-23,2,39,50.71125,-34,7,57.5621,35.450660,M2.5V
EGGR 473,2,48,36.42912,54,23,22.46461,35.437795,DAZ9
2MASS J22282889-4310262,22,28,28.89432,-43,10,26.274,35.413246,T6.5
WISE J210200.15-442919.5,21,2,0.15792,-44,29,19.5324,35.336511,T9
L 763-63,13,59,10.41097,-19,50,3.65522,35.271967,M4.5V
WISE J231336.38-803700.1,23,13,35.23754,-80,36,56.142,35.222030,T8
2MASSI J0825196+211552,8,25,19.61257,21,15,51.54936,35.221802,L7.5V
Ross 145,18,41,59.03577,31,49,49.76336,35.217200,M2V
SCR J2009-0113,20,9,18.24771,-1,13,38.31282,35.202072,M5.0V
CD-23 9765,11,9,31.34491,-24,35,55.11909,35.144757,M2V
HD 147379,16,16,42.74635,67,14,19.83165,35.117134,M1-Ve
RX J1214.1-2345,12,14,8.67783,-23,45,16.91162,35.112370,M4.0Ve
HD 13445,2,10,25.91817,-50,49,25.46518,35.098805,K1.5V
V* V857 Cen,11,31,46.51325,-41,2,47.17663,35.097559,M3.5
Ross 867,17,19,52.96542,26,30,2.66776,35.086270,M4.5V
Ross 868,17,19,54.20777,26,30,3.069,35.075931,M3.5V
TVLM 513-46,15,1,8.18646,22,50,2.13787,35.008238,M8.5V
V* AT Mic,20,41,51.15925,-32,26,6.82833,34.882995,M4.5Ve+M4.5Ve
2MASS J02431371-2453298,2,43,13.71792,-24,53,29.8356,34.838282,T6.0
SCR J0821-6703,8,21,26.70159,-67,3,20.02453,34.818943,DA10.0
L 23-30,20,46,37.06683,-81,43,13.64478,34.792534,M2.5V
HD 111631,12,50,43.56682,0,46,5.26773,34.751163,M0V
DENIS J145407.8-660447,14,54,7.96668,-66,4,47.39571,34.718943,L3.5
G 261-6,19,24,16.30667,75,33,11.84501,34.672586,M6V
G 22-26,19,22,2.07044,7,2,30.31464,34.626389,M4V
LP 867-15,18,42,11.09494,-23,28,58.63053,34.618046,dM4.5
G 107-48,7,7,37.75193,48,41,13.50748,34.616430,dM4.5
L 98-59,8,18,7.62144,-68,18,46.80537,34.599391,M3V
LP 775-31,4,35,16.14867,-16,6,57.21331,34.585082,M8Ve
LP 860-41,15,52,44.61167,-26,23,13.70841,34.566059,M6.0V
G 68-8,23,21,37.44867,17,17,25.39114,34.562616,M3.5V
G 185-18,19,21,38.7002,20,52,3.28471,34.550790,M4.0Ve
* iot Per,3,9,4.0193,49,36,47.80205,34.498822,G0V
HD 209290,22,2,10.2751,1,24,0.83216,34.490613,M0.5V
WISE J181849.69-470146.4,18,18,49.71046,-47,1,41.5413,34.477378,
2MASS J00501994-3322402,0,50,19.94352,-33,22,40.2708,34.477378,T7
LP 647-13,1,9,51.2021,-3,43,26.39,34.469180,M9Ve
G 159-3,1,51,4.10091,-6,7,4.99655,34.436862,M4.5Ve
2MASSW J1047539+212423,10,47,53.85456,21,24,23.4684,34.430064,T6.5
Wolf 44,1,1,20.04922,61,21,56.68165,34.343020,M2.0V
BD+63 869,9,56,8.67092,62,47,18.46462,34.314981,M0.5V
BD+02 348,2,12,20.9874,3,34,32.23237,34.274269,M1V
LAWD 74,19,20,34.92293,-7,40,0.06596,34.268795,DBQA5
L 923-22,19,20,33.45875,-7,39,43.7525,34.267859,M5V
WISEP J050003.05-122343.2,5,0,3.42278,-12,23,48.2755,34.260084,T8
LSPM J0330+5413,3,30,48.89033,54,13,55.15559,34.254003,M7V
2MASS J05591914-1404488,5,59,19.18725,-14,4,49.20691,34.234408,T4.5
L 140-289,9,42,49.59966,-63,37,55.87693,34.161081,M4.5V
WISE J222055.31-362817.4,22,20,55.0734,-36,28,16.5229,34.152461,Y0
G 169-29,16,50,57.93689,22,27,5.66523,34.145346,M5V
LP 169-22,11,19,30.61037,46,41,43.13471,34.144523,M5.5
HD 154363,17,5,3.39443,-5,3,59.43894,34.128517,K4/5V
CWISE J144606.58-231719.0,14,46,7.4313,-23,17,4.3324,34.116736,
LP 783-1,7,38,40.96041,-21,13,28.48188,34.094126,dM3.0
HD 304636,9,21,37.60154,-60,16,55.03002,34.081728,M0V
LP 852-7,12,5,26.67391,-23,33,12.13905,34.009408,DA5.7
2MASS J09083803+5032088,9,8,38.00918,50,32,8.20534,33.999729,L8
1RXS J053328.4-425713,5,33,28.03747,-42,57,20.54774,33.998666,M4.0Ve
HD 122303,14,1,3.18823,-2,39,17.51981,33.989631,M0V
2MASS J12373919+6526148,12,37,39.19632,65,26,14.8092,33.949828,T6.5
WISE J043052.92+463331.6,4,30,52.05385,46,33,27.4669,33.939230,T8
LP 848-50,10,42,41.36169,-24,16,4.10147,33.921828,M6.5V
CPD-69 177,3,10,31.0196,-68,36,3.38077,33.909801,DA3.0
LSPM J2044+1517,20,44,37.48039,15,17,34.78155,33.903175,M7.5
